loan_id,loan_status,loan_amnt,funded_amnt,interest_rate,monthly_payment,term,grade,sub_grade,dti,delinq_2yrs,inquiries_6mo,public_records,revolving_utilization,open_accounts,total_accounts,purpose,home_ownership,state,earliest_cr_Line,employment_length,annual_income,verification_status,VAR24,recoveries,total_rec_prncp,default_flag,_LEVEL_,pred_prob,Fair Rate ,Grade implied rate
5798,Fully Paid,10000,10000,8.81,317.12,36 months,A,A5,17.17,0,1,0,15.8,10,25,debt_consolidation,MORTGAGE,VA,DEC1999,< 1 year,143600,Not Verified,10000,0,10000,0,1,0.0506609636,0.08929770590638204,0.09318522201240317
5813,Fully Paid,5000,5000,8.81,158.56,36 months,A,A5,14.17,0,0,0,19.7,3,22,debt_consolidation,RENT,NC,APR1995,10+ years,42000,Not Verified,5000,0,5000,0,1,0.0534089157,0.09034445211297464,0.09318522201240317
5917,Fully Paid,10000,10000,14.47,344.07,36 months,C,C2,7.5,0,2,1,16.4,10,23,debt_consolidation,RENT,IL,NOV2010,10+ years,80000,Not Verified,10000,0,10000,0,1,0.1872033348,0.15445524233627034,0.1715567968159956
5958,Fully Paid,2500,2500,18.94,91.57,36 months,D,D2,17.34,0,0,0,31,15,23,debt_consolidation,MORTGAGE,TX,DEC2002,10+ years,95000,Not Verified,2500,0,2500,0,1,0.2257526189,0.17476301712360734,0.21124155917823043
6035,Fully Paid,5500,5500,11.31,180.88,36 months,B,B3,12.27,0,2,0,4,10,16,debt_consolidation,MORTGAGE,SC,MAR2004,10+ years,38000,Source Verified,5500,0,5500,0,1,0.1097290932,0.11529842942793117,0.12551628685844768
6054,Fully Paid,10000,10000,14.47,235.13,60 months,C,C2,16.45,0,0,0,72.6,6,15,debt_consolidation,OWN,OH,DEC2002,< 1 year,34000,Source Verified,10000,0,10000,0,1,0.2155720899,0.16725357250121356,0.1715567968159956
6063,Fully Paid,12000,12000,20.89,451.43,36 months,D,D4,17.19,0,2,1,49.9,14,19,other,MORTGAGE,CA,DEC2005,10+ years,52000,Not Verified,12000,0,12000,0,1,0.2508627909,0.18641567210511165,0.21124155917823043
6115,Fully Paid,1600,1600,7.56,49.82,36 months,A,A3,26.53,0,1,0,4.2,13,27,home_improvement,MORTGAGE,NV,SEP2011,7 years,90000,Not Verified,1600,0,1600,0,1,0.053901094,0.09053193200699906,0.09318522201240317
6268,Fully Paid,5800,5800,8.81,183.93,36 months,A,A5,15.08,0,2,0,26.9,19,24,debt_consolidation,MORTGAGE,NY,MAR2012,6 years,120000,Source Verified,5800,0,5800,0,1,0.0625971485,0.09384442135504752,0.09318522201240317
6303,Fully Paid,24000,24000,11.8,531.45,60 months,B,B4,23.98,0,0,1,36.2,18,29,major_purchase,RENT,FL,JUL2004,10+ years,57948,Source Verified,24000,0,24000,0,1,0.2263969939,0.1634613414892862,0.12551628685844768
6318,Fully Paid,22400,22400,18.94,820.42,36 months,D,D2,11.77,0,0,0,81,2,9,renewable_energy,MORTGAGE,NC,JUL2005,10+ years,68000,Not Verified,22400,0,22400,0,1,0.2304163907,0.17692729237022328,0.21124155917823043
6374,Fully Paid,16000,16000,8.19,325.88,60 months,A,A4,22.49,0,1,0,22.9,13,44,credit_card,MORTGAGE,CO,OCT2002,10+ years,153000,Not Verified,16000,0,16000,0,1,0.0482485206,0.0883787613735167,0.09318522201240317
6384,Fully Paid,1000,1000,10.72,32.61,36 months,B,B2,2.73,0,1,0,0.2,16,39,other,RENT,NM,DEC1986,5 years,450000,Source Verified,1000,0,1000,0,1,0.1047616962,0.1132477856480278,0.12551628685844768
6483,Fully Paid,10000,10000,12.98,336.85,36 months,B,B5,22.62,0,2,1,36.2,14,27,debt_consolidation,RENT,IL,MAY1999,10+ years,58000,Not Verified,10000,0,10000,0,1,0.1609916717,0.1364606775314818,0.12551628685844768
6539,Fully Paid,18000,18000,10.72,586.92,36 months,B,B2,30.41,0,0,0,23.5,26,61,debt_consolidation,MORTGAGE,TX,SEP1980,10+ years,92000,Not Verified,18000,0,18000,0,1,0.1287454617,0.12314877796678872,0.12551628685844768
6566,Fully Paid,16000,16000,14.47,550.51,36 months,C,C2,39.53,0,1,0,87.7,11,20,credit_card,MORTGAGE,IL,MAY2000,2 years,65000,Not Verified,16000,0,16000,0,1,0.238237512,0.17747889096658395,0.1715567968159956
6590,Fully Paid,17000,17000,16.91,605.34,36 months,C,C5,20.13,0,1,0,32.8,8,10,debt_consolidation,RENT,VA,MAR2013,2 years,45000,Source Verified,17000,0,17000,0,1,0.3126021278,0.21102787477791637,0.1715567968159956
6627,Fully Paid,29000,29000,7.02,895.71,36 months,A,A2,7.51,8,0,0,29.7,7,26,debt_consolidation,RENT,NY,APR1983,< 1 year,130000,Not Verified,29000,0,29000,0,1,0.0875850569,0.10336278171088593,0.09318522201240317
6755,Fully Paid,5500,5500,11.8,182.16,36 months,B,B4,16.65,0,0,0,30.7,4,6,debt_consolidation,MORTGAGE,WA,JUN2013,< 1 year,24000,Source Verified,5500,0,5500,0,1,0.1205776316,0.11977692949366033,0.12551628685844768
6778,Fully Paid,8000,8000,8.81,253.7,36 months,A,A5,0.55,0,0,0,6,7,17,car,MORTGAGE,MN,SEP2010,5 years,55000,Not Verified,8000,0,8000,0,1,0.0317882204,0.08210872602838637,0.09318522201240317
6795,Fully Paid,3400,3400,11.8,112.61,36 months,B,B4,24.71,0,1,0,5.5,13,15,credit_card,OWN,NY,JUL2014,5 years,22000,Not Verified,3400,0,3400,0,1,0.1399946964,0.12779269371707566,0.12551628685844768
6837,Fully Paid,2500,2500,11.31,82.22,36 months,B,B3,10.72,0,1,0,33.9,20,49,credit_card,MORTGAGE,NY,MAY1998,5 years,125000,Source Verified,2500,0,2500,0,1,0.0920161856,0.10798617639199644,0.12551628685844768
7089,Fully Paid,4500,4500,15.02,156.04,36 months,C,C3,36.4,0,3,0,20.9,16,27,debt_consolidation,RENT,AL,AUG2004,10+ years,39000,Source Verified,4500,0,4500,0,1,0.3258229724,0.216992349907465,0.1715567968159956
7096,Fully Paid,15000,15000,8.19,471.37,36 months,A,A4,9.11,0,1,0,48.2,9,26,major_purchase,OWN,MN,APR1985,8 years,245000,Not Verified,15000,0,15000,0,1,0.052751579,0.09009406030404206,0.09318522201240317
7229,Fully Paid,10000,10000,8.19,314.25,36 months,A,A4,18.7,0,0,0,40.2,11,27,other,OWN,TX,OCT1993,10+ years,50000,Source Verified,10000,0,10000,0,1,0.0621277182,0.09366560659849311,0.09318522201240317
7232,Fully Paid,4500,4500,16.91,160.24,36 months,C,C5,14.33,0,1,0,47.6,4,8,credit_card,RENT,MN,JUL2015,3 years,51000,Not Verified,4500,0,4500,0,1,0.2141391616,0.16660711870296102,0.1715567968159956
7272,Fully Paid,18000,18000,10.72,586.92,36 months,B,B2,14.4,0,0,0,32.1,15,24,credit_card,RENT,NY,MAY2001,4 years,105000,Source Verified,18000,0,18000,0,1,0.1716456552,0.14085886132783795,0.12551628685844768
7300,Fully Paid,25000,25000,8.19,509.19,60 months,A,A4,2.91,0,0,0,0.2,10,28,home_improvement,MORTGAGE,TX,FEB2000,10+ years,120000,Not Verified,25000,0,25000,0,1,0.0451082349,0.08718256798132042,0.09318522201240317
7309,Fully Paid,10000,10000,16.14,352.27,36 months,C,C4,28.74,0,0,0,57.9,10,39,debt_consolidation,MORTGAGE,KY,FEB2007,10+ years,40000,Source Verified,10000,0,10000,0,1,0.2056639042,0.16278357614511088,0.1715567968159956
7326,Fully Paid,3500,3500,6.46,107.21,36 months,A,A1,1.09,0,1,0,2.1,14,23,credit_card,MORTGAGE,SC,MAR1998,4 years,55000,Source Verified,3500,0,3500,0,1,0.0400516369,0.0852564154931589,0.09318522201240317
7345,Fully Paid,14500,14500,20.89,391.38,60 months,D,D4,21.9,0,0,0,20.5,19,26,debt_consolidation,RENT,CA,APR2005,2 years,65000,Source Verified,14500,0,14500,0,1,0.4197331385,0.2647818377048336,0.21124155917823043
7430,Fully Paid,1000,1000,23.4,38.92,36 months,E,E1,22.35,0,0,1,28.9,6,14,other,OWN,OK,APR2007,n/a,19111,Verified,1000,0,1000,0,1,0.4514496099,0.2961326962675207,0.26321838497840144
7461,Fully Paid,35000,35000,16.14,1232.92,36 months,C,C4,31.5,2,0,0,39.5,20,31,debt_consolidation,RENT,TX,DEC2005,2 years,105000,Source Verified,35000,0,35000,0,1,0.4359248766,0.26666391698093694,0.1715567968159956
7491,Fully Paid,25000,25000,7.02,772.16,36 months,A,A2,11.77,0,2,0,24.5,23,32,car,MORTGAGE,OK,MAY2004,3 years,180000,Not Verified,25000,0,25000,0,1,0.0530842655,0.09022078679678534,0.09318522201240317
7508,Fully Paid,5000,5000,10.33,162.12,36 months,B,B1,21.28,0,2,0,68.9,10,27,credit_card,MORTGAGE,CT,DEC1989,10+ years,118964,Not Verified,5000,0,5000,0,1,0.0892877436,0.10685981934501043,0.12551628685844768
7550,Fully Paid,14000,14000,16.91,498.52,36 months,C,C5,19.56,0,0,0,41.3,16,19,credit_card,RENT,TN,AUG2013,< 1 year,38400,Not Verified,14000,0,14000,0,1,0.2847273994,0.19845242068894506,0.1715567968159956
7590,Fully Paid,8000,8000,8.81,253.7,36 months,A,A5,12.74,0,1,0,13.5,22,31,home_improvement,MORTGAGE,FL,JUL1999,5 years,120000,Not Verified,8000,0,8000,0,1,0.0555323983,0.09115332624011657,0.09318522201240317
7638,Fully Paid,6300,6300,18.94,230.75,36 months,D,D2,14.57,0,1,0,96.7,7,14,debt_consolidation,MORTGAGE,NY,APR2005,10+ years,85000,Not Verified,6300,0,6300,0,1,0.2047193044,0.16500227327103748,0.21124155917823043
7660,Fully Paid,8500,8500,18.94,311.32,36 months,D,D2,30.24,0,0,0,64.9,11,20,other,RENT,IL,OCT2007,< 1 year,70000,Not Verified,8500,0,8500,0,1,0.3387890015,0.22721880941348552,0.21124155917823043
7674,Fully Paid,5000,5000,27.27,204.86,36 months,E,E5,34.63,0,1,0,80.9,10,38,debt_consolidation,MORTGAGE,ID,AUG2007,3 years,95000,Not Verified,5000,0,5000,0,1,0.35728445,0.2489650367199446,0.26321838497840144
7715,Fully Paid,2000,2000,23.4,77.84,36 months,E,E1,13.16,0,2,0,20.2,7,28,debt_consolidation,RENT,TX,MAR2007,10+ years,65000,Not Verified,2000,0,2000,0,1,0.3091256057,0.2248421023505938,0.26321838497840144
7813,Fully Paid,2500,2500,20.89,94.05,36 months,D,D4,21.52,0,0,1,71.9,5,11,credit_card,RENT,NC,AUG2005,10+ years,70000,Not Verified,2500,0,2500,0,1,0.2947239418,0.20676992768445998,0.21124155917823043
7819,Fully Paid,2500,2500,25.34,99.85,36 months,E,E3,3.78,0,0,0,77.3,3,10,other,MORTGAGE,AK,JUL2006,9 years,54000,Source Verified,2500,0,2500,0,1,0.2644868342,0.20248238481844064,0.26321838497840144
7865,Fully Paid,15000,15000,11.31,493.29,36 months,B,B3,12.21,1,0,0,42,10,23,debt_consolidation,RENT,FL,MAY2001,n/a,29000,Verified,15000,0,15000,0,1,0.2196961918,0.16069511238645257,0.12551628685844768
7941,Fully Paid,10000,10000,8.81,317.12,36 months,A,A5,20.96,0,0,0,23.9,4,10,debt_consolidation,MORTGAGE,OH,AUG2003,10+ years,65000,Not Verified,10000,0,10000,0,1,0.0520670562,0.089833312802575,0.09318522201240317
8124,Fully Paid,6500,6500,18.94,238.07,36 months,D,D2,16.84,0,0,0,21.7,19,33,debt_consolidation,OWN,PA,JUN2002,10+ years,95000,Source Verified,6500,0,6500,0,1,0.299544317,0.20900687648301855,0.21124155917823043
8136,Fully Paid,20000,20000,22.35,556.37,60 months,D,D5,29.16,0,0,0,36.7,13,35,debt_consolidation,MORTGAGE,KY,FEB2000,n/a,50000,Source Verified,20000,0,20000,0,1,0.4662322392,0.28636026326907604,0.21124155917823043
8162,Fully Paid,16000,16000,22.35,445.1,60 months,D,D5,24.25,0,1,0,31.9,16,36,debt_consolidation,MORTGAGE,NY,JUN1994,10+ years,35000,Verified,16000,0,16000,0,1,0.3102743404,0.21398626334757956,0.21124155917823043
8193,Fully Paid,16000,16000,16.91,569.73,36 months,C,C5,12.86,0,2,1,18.8,18,24,debt_consolidation,MORTGAGE,MA,AUG2002,10+ years,70000,Source Verified,16000,0,16000,0,1,0.230759196,0.17410511030865944,0.1715567968159956
8199,Fully Paid,1000,1000,13.56,33.97,36 months,C,C1,18.47,0,0,0,59.8,10,26,debt_consolidation,MORTGAGE,FL,JUL2006,n/a,28000,Not Verified,1000,0,1000,0,1,0.2102689104,0.1648610867567489,0.1715567968159956
8249,Fully Paid,29450,29450,16.14,1037.42,36 months,C,C4,11.59,0,1,0,38.1,12,21,debt_consolidation,MORTGAGE,VA,MAY1995,10+ years,230000,Source Verified,29450,0,29450,0,1,0.2316683946,0.17451528776717978,0.1715567968159956
8267,Fully Paid,3000,3000,19.92,111.37,36 months,D,D3,24.29,0,2,0,37.6,6,24,debt_consolidation,RENT,TX,JUN1993,1 year,62000,Not Verified,3000,0,3000,0,1,0.2963738415,0.20753558201602676,0.21124155917823043
8312,Fully Paid,25000,25000,11.31,547.44,60 months,B,B3,42.28,0,0,0,57.4,14,22,debt_consolidation,MORTGAGE,WA,DEC2003,3 years,56000,Source Verified,25000,0,25000,0,1,0.2184468577,0.16017936154125414,0.12551628685844768
8341,Fully Paid,16000,16000,27.27,491.16,60 months,E,E5,20.94,0,1,1,74.2,10,26,debt_consolidation,RENT,TN,MAY1990,n/a,40000,Not Verified,16000,0,16000,0,1,0.5550250812,0.3480140138689166,0.26321838497840144
8395,Fully Paid,12000,12000,25.34,354.62,60 months,E,E3,20.11,0,2,0,7.9,7,28,debt_consolidation,MORTGAGE,FL,JUL2004,10+ years,120000,Source Verified,12000,0,12000,0,1,0.3480800061,0.24435449842041837,0.26321838497840144
8407,Fully Paid,3000,3000,7.56,93.41,36 months,A,A3,13.02,0,0,0,4.1,6,21,debt_consolidation,MORTGAGE,OK,MAY2000,3 years,27000,Source Verified,3000,0,3000,0,1,0.0462687532,0.08762463104646856,0.09318522201240317
8412,Fully Paid,15000,15000,15.02,520.13,36 months,C,C3,17.81,0,1,0,71.5,7,17,debt_consolidation,OWN,TN,AUG2000,< 1 year,45000,Source Verified,15000,0,15000,0,1,0.2354149616,0.1762055206054576,0.1715567968159956
8427,Fully Paid,39125,39125,17.97,992.88,60 months,D,D1,29.63,0,2,0,2.7,9,38,debt_consolidation,MORTGAGE,IL,JUN2005,10+ years,64000,Source Verified,39125,0,39125,0,1,0.3409161563,0.22820593928964292,0.21124155917823043
8537,Fully Paid,25000,25000,16.14,880.66,36 months,C,C4,22.16,1,0,0,33.1,14,16,debt_consolidation,RENT,NY,AUG2010,2 years,65000,Source Verified,25000,0,25000,0,1,0.3601482407,0.23247791193354275,0.1715567968159956
8543,Fully Paid,10000,10000,8.81,317.12,36 months,A,A5,0.53,0,0,0,0.4,9,38,debt_consolidation,MORTGAGE,VA,NOV2007,< 1 year,73000,Source Verified,10000,0,10000,0,1,0.039555243,0.08506732979846987,0.09318522201240317
8548,Fully Paid,24000,24000,8.81,761.08,36 months,A,A5,14.75,0,1,0,29.2,11,31,credit_card,MORTGAGE,IN,OCT2001,< 1 year,125000,Source Verified,24000,0,24000,0,1,0.0634867935,0.09418330372820242,0.09318522201240317
8608,Fully Paid,10000,10000,7.56,311.34,36 months,A,A3,6.41,0,0,1,6.4,6,19,car,MORTGAGE,CA,NOV1994,10+ years,106000,Source Verified,10000,0,10000,0,1,0.0385044651,0.08466706889843587,0.09318522201240317
8714,Fully Paid,15000,15000,7.02,463.3,36 months,A,A2,23.65,0,0,0,48.9,11,33,debt_consolidation,MORTGAGE,TX,MAY2004,10+ years,93000,Not Verified,15000,0,15000,0,1,0.0495452456,0.08887270811106857,0.09318522201240317
8809,Fully Paid,1000,1000,7.02,30.89,36 months,A,A2,9.41,0,1,0,23.1,5,9,debt_consolidation,RENT,HI,OCT2004,8 years,38000,Not Verified,1000,0,1000,0,1,0.0533338452,0.09031585635939436,0.09318522201240317
8852,Fully Paid,20000,20000,6.46,612.62,36 months,A,A1,12.28,0,2,0,0.4,16,35,debt_consolidation,RENT,CA,AUG2005,< 1 year,240000,Not Verified,20000,0,20000,0,1,0.0683058402,0.09601896849565507,0.09318522201240317
8878,Fully Paid,10000,10000,12.98,227.43,60 months,B,B5,31.66,0,1,0,14.4,5,12,debt_consolidation,OWN,WI,DEC2012,3 years,32000,Verified,10000,0,10000,0,1,0.1735157752,0.1416308853769874,0.12551628685844768
8884,Fully Paid,25000,25000,23.4,972.97,36 months,E,E1,29.35,0,2,0,57.8,24,60,credit_card,MORTGAGE,AL,JAN1980,n/a,79000,Verified,25000,0,25000,0,1,0.5065339389,0.3237246302634685,0.26321838497840144
8886,Fully Paid,29700,29700,11.8,983.64,36 months,B,B4,17.51,0,2,0,98,3,18,debt_consolidation,RENT,VA,MAR2008,10+ years,56256,Verified,29700,0,29700,0,1,0.1630616979,0.13731522697684867,0.12551628685844768
8893,Fully Paid,37000,37000,16.91,1317.5,36 months,C,C5,23.04,3,0,0,45.1,15,30,debt_consolidation,RENT,CA,SEP2007,1 year,110000,Source Verified,37000,0,37000,0,1,0.4081205802,0.2541202377085553,0.1715567968159956
8977,Fully Paid,15000,15000,10.72,324.05,60 months,B,B2,29.85,0,0,0,51,12,18,debt_consolidation,MORTGAGE,AK,JUL2006,8 years,48000,Not Verified,15000,0,15000,0,1,0.1405608367,0.12802640809197816,0.12551628685844768
8984,Fully Paid,8500,8500,12.98,286.32,36 months,B,B5,24.24,1,2,0,57,3,22,debt_consolidation,OWN,CA,MAR1999,10+ years,65000,Not Verified,8500,0,8500,0,1,0.1232651848,0.12088640680194461,0.12551628685844768
9003,Fully Paid,3025,3025,7.02,93.44,36 months,A,A2,4.63,0,0,1,0.5,12,15,home_improvement,OWN,GA,MAR2007,n/a,21000,Not Verified,3025,0,3025,0,1,0.0745762058,0.0984074677004806,0.09318522201240317
9014,Fully Paid,12000,12000,10.33,256.92,60 months,B,B1,12.54,0,0,0,51.9,11,31,credit_card,OWN,MI,AUG2008,2 years,53600,Not Verified,12000,0,12000,0,1,0.0981218859,0.11050673521629599,0.12551628685844768
9268,Fully Paid,15000,15000,7.02,463.3,36 months,A,A2,4.53,0,3,1,10.6,14,25,credit_card,MORTGAGE,CA,DEC2000,4 years,140000,Not Verified,15000,0,15000,0,1,0.041241102,0.08570950493431011,0.09318522201240317
9282,Fully Paid,35000,35000,12.98,796,60 months,B,B5,1.61,0,1,0,10.8,13,52,debt_consolidation,MORTGAGE,CA,JUL2008,5 years,115000,Source Verified,35000,0,35000,0,1,0.1082825518,0.11470126734801633,0.12551628685844768
9329,Fully Paid,5000,5000,10.72,163.04,36 months,B,B2,17.32,0,0,0,15.2,11,35,other,MORTGAGE,IL,OCT1997,10+ years,35000,Not Verified,5000,0,5000,0,1,0.0801788184,0.10309946743374081,0.12551628685844768
9388,Fully Paid,10000,10000,7.02,308.87,36 months,A,A2,9.36,0,0,0,27.7,6,30,credit_card,MORTGAGE,MD,SEP2001,n/a,25000,Verified,10000,0,10000,0,1,0.0587243329,0.09236919366161989,0.09318522201240317
9453,Fully Paid,16000,16000,11.31,526.18,36 months,B,B3,26.54,0,2,0,66.1,20,33,credit_card,MORTGAGE,MO,JUN1995,5 years,160000,Source Verified,16000,0,16000,0,1,0.1541180267,0.1336230953200109,0.12551628685844768
9500,Fully Paid,26000,26000,11.8,575.74,60 months,B,B4,18.75,0,0,0,94.8,4,12,debt_consolidation,MORTGAGE,NJ,APR2005,10+ years,77000,Not Verified,26000,0,26000,0,1,0.1174281072,0.11847674096020631,0.12551628685844768
9549,Fully Paid,19050,19050,12.98,641.69,36 months,B,B5,17.44,0,1,0,46.1,8,14,debt_consolidation,RENT,NY,OCT2006,6 years,75000,Source Verified,19050,0,19050,0,1,0.1885708133,0.14784591514730236,0.12551628685844768
9564,Fully Paid,3000,3000,20.89,112.86,36 months,D,D4,6.38,0,1,0,21.6,8,8,other,MORTGAGE,CO,JAN2014,10+ years,38000,Verified,3000,0,3000,0,1,0.2119212503,0.16834441647770923,0.21124155917823043
9582,Fully Paid,3000,3000,8.19,94.28,36 months,A,A4,15.53,0,0,0,14,6,7,credit_card,MORTGAGE,OH,MAR2015,2 years,39400,Source Verified,3000,0,3000,0,1,0.0532929489,0.09030027819597271,0.09318522201240317
9636,Fully Paid,4000,4000,7.56,124.54,36 months,A,A3,29.33,0,2,0,34.8,14,29,credit_card,RENT,AZ,MAR1972,< 1 year,52000,Not Verified,4000,0,4000,0,1,0.0768064103,0.09925699418978902,0.09318522201240317
9642,Fully Paid,25000,25000,15.02,866.88,36 months,C,C3,0.46,0,0,0,8.8,2,3,medical,RENT,CA,JUL2010,3 years,150000,Source Verified,25000,0,25000,0,1,0.2533355922,0.18429026547262958,0.1715567968159956
9670,Fully Paid,9000,9000,14.47,309.66,36 months,C,C2,12.87,0,1,0,51.1,4,6,credit_card,MORTGAGE,GA,MAY2005,1 year,65000,Not Verified,9000,0,9000,0,1,0.1558300206,0.14030143008456172,0.1715567968159956
9792,Fully Paid,6000,6000,10.72,195.64,36 months,B,B2,1.72,0,1,0,16.8,5,6,credit_card,MORTGAGE,CA,DEC2013,< 1 year,72000,Source Verified,6000,0,6000,0,1,0.0915603668,0.10779800500424888,0.12551628685844768
9879,Fully Paid,25000,25000,10.72,815.16,36 months,B,B2,8.28,0,0,1,15.4,8,17,credit_card,RENT,AL,OCT2009,10+ years,70000,Not Verified,25000,0,25000,0,1,0.1344024523,0.12548410018622513,0.12551628685844768
9907,Fully Paid,24000,24000,7.02,741.27,36 months,A,A2,21.19,0,2,0,15.6,9,22,car,RENT,AZ,OCT2004,1 year,100000,Not Verified,24000,0,24000,0,1,0.0721466922,0.09748202065769368,0.09318522201240317
9909,Fully Paid,19000,19000,7.56,591.55,36 months,A,A3,7.29,0,0,0,48.6,11,22,debt_consolidation,MORTGAGE,TX,OCT1987,10+ years,115000,Not Verified,19000,0,19000,0,1,0.0440921373,0.08679551745437425,0.09318522201240317
9911,Fully Paid,25000,25000,23.4,710.52,60 months,E,E1,29.27,1,1,0,67.8,8,27,home_improvement,OWN,TX,SEP1995,10+ years,99170,Source Verified,25000,0,25000,0,1,0.4678511805,0.3043483006261592,0.26321838497840144
9919,Fully Paid,5000,5000,7.02,154.44,36 months,A,A2,12.09,1,0,0,55,6,19,credit_card,MORTGAGE,TX,JUN1998,< 1 year,118600,Not Verified,5000,0,5000,0,1,0.0393153295,0.08497594227172392,0.09318522201240317
9947,Fully Paid,5000,5000,13.56,169.83,36 months,C,C1,12.96,0,0,0,19.2,18,34,credit_card,RENT,IL,NOV2007,2 years,55000,Not Verified,5000,0,5000,0,1,0.1939342776,0.15749185173178618,0.1715567968159956
9969,Fully Paid,24000,24000,10.33,778.14,36 months,B,B1,17.42,0,0,0,67.4,14,25,credit_card,MORTGAGE,TX,OCT2004,5 years,60000,Not Verified,24000,0,24000,0,1,0.1154264997,0.11765043616321044,0.12551628685844768
10029,Fully Paid,3025,3025,23.4,117.73,36 months,E,E1,11.76,0,1,0,12.1,7,18,medical,MORTGAGE,OH,SEP1993,4 years,50000,Not Verified,3025,0,3025,0,1,0.2737840738,0.20713940481023743,0.26321838497840144
10039,Fully Paid,7000,7000,11.31,230.21,36 months,B,B3,14.85,0,0,0,6.1,22,30,house,MORTGAGE,NJ,JAN2008,n/a,56000,Verified,7000,0,7000,0,1,0.1585697241,0.13546084768474478,0.12551628685844768
10066,Fully Paid,5000,5000,20.89,188.1,36 months,D,D4,17.39,1,1,0,42.1,10,19,other,RENT,NH,JAN2002,10+ years,122000,Source Verified,5000,0,5000,0,1,0.3333320721,0.2246864605487853,0.21124155917823043
10072,Fully Paid,16000,16000,16.14,390.29,60 months,C,C4,19.14,0,0,0,69.8,8,18,debt_consolidation,MORTGAGE,GA,NOV1988,4 years,60000,Not Verified,16000,0,16000,0,1,0.1885365821,0.15505672587253305,0.1715567968159956
10083,Fully Paid,6000,6000,10.72,195.64,36 months,B,B2,30.72,0,1,1,65.7,7,21,credit_card,MORTGAGE,FL,OCT1992,n/a,19764,Not Verified,6000,0,6000,0,1,0.1640040113,0.13770423335431953,0.12551628685844768
10093,Fully Paid,35000,35000,17.97,888.2,60 months,D,D1,9.98,1,0,0,71.3,8,23,debt_consolidation,MORTGAGE,NY,DEC1992,10+ years,145000,Verified,35000,0,35000,0,1,0.262158234,0.19165744827882772,0.21124155917823043
10127,Fully Paid,4800,4800,15.02,166.45,36 months,C,C3,28.23,0,2,0,35.5,9,17,other,MORTGAGE,OH,JUN2008,< 1 year,55000,Source Verified,4800,0,4800,0,1,0.2159498033,0.1674239747900656,0.1715567968159956
10211,Fully Paid,10000,10000,8.81,317.12,36 months,A,A5,12.69,0,1,1,21.8,8,11,debt_consolidation,MORTGAGE,MI,SEP2008,6 years,40000,Source Verified,10000,0,10000,0,1,0.0574240376,0.09187388693020883,0.09318522201240317
10241,Fully Paid,20000,20000,12.98,673.69,36 months,B,B5,5.37,1,2,0,17.8,5,15,credit_card,OWN,NJ,NOV2001,< 1 year,69008,Not Verified,20000,0,20000,0,1,0.1188725619,0.11907304160738776,0.12551628685844768
10293,Fully Paid,10000,10000,11.31,328.86,36 months,B,B3,15.48,0,1,0,21.7,16,82,medical,OWN,CA,FEB2000,10+ years,98000,Not Verified,10000,0,10000,0,1,0.0814653719,0.10363058321375353,0.12551628685844768
10456,Fully Paid,6000,6000,12.98,202.11,36 months,B,B5,16.25,0,0,0,55,8,17,debt_consolidation,MORTGAGE,NY,DEC2003,10+ years,98000,Not Verified,6000,0,6000,0,1,0.0995751467,0.11110667120290978,0.12551628685844768
